id,nombre_canonico,tipo,es_clave,categoria,metadata,fecha_creacion,ultima_mencion
471,##BVA,ORG,0,,,2026-02-03 16:47:11,
472,##as,ORG,0,,,2026-02-03 16:47:11,
473,El Campestre,LOC,0,,,2026-02-03 16:47:11,
474,Instituto de Música de Coahuila,ORG,0,,,2026-02-03 16:47:11,
475,Maduro,PER,0,,,2026-02-03 16:47:11,
476,Alex Saab ;,PER,0,,,2026-02-03 16:47:11,
477,Brasil,ORG,0,,,2026-02-03 16:47:11,
478,Manufactura,ORG,0,,,2026-02-03 16:47:11,
479,##sa,ORG,0,,,2026-02-03 16:47:11,
480,Min,ORG,0,,,2026-02-03 16:47:11,
481,Ama,ORG,0,,,2026-02-03 16:47:11,
482,##BVA México,ORG,0,,,2026-02-03 16:47:11,
483,##ynez,PER,0,,,2026-02-03 16:47:11,
484,##CEA,ORG,0,,,2026-02-03 16:47:11,
485,CU,ORG,0,,,2026-02-03 16:47:11,
486,AIERA,ORG,0,,,2026-02-03 16:47:11,
487,Dinamarca,ORG,0,,,2026-02-03 16:47:11,
488,OTAN,ORG,0,,,2026-02-03 16:47:11,
489,Partido Verde,ORG,0,,,2026-02-03 16:47:11,
490,Unión Europea,ORG,0,,,2026-02-03 16:47:11,
491,Fiscalía,ORG,0,,,2026-02-03 16:47:11,
492,Querétaro,LOC,0,,,2026-02-03 16:47:11,
493,Cruz Azul,ORG,0,,,2026-02-03 16:47:11,
494,##osur,ORG,0,,,2026-02-03 16:47:11,
495,Merc,ORG,0,,,2026-02-03 16:47:11,
496,Gobierno CDMX,ORG,0,,,2026-02-03 16:47:11,
497,Europa,ORG,0,,,2026-02-03 16:47:11,
498,Periférico Norte,LOC,0,,,2026-02-03 16:47:11,
499,Salgado,PER,0,,,2026-02-03 16:47:11,
500,Verde,ORG,0,,,2026-02-03 16:47:11,
501,Pemex,ORG,0,,,2026-02-03 16:47:11,
502,Congreso,ORG,0,,,2026-02-03 16:47:11,
503,Suprema Corte,ORG,0,,,2026-02-03 16:47:11,
504,Bes,PER,0,,,2026-02-03 16:47:11,
505,##sen,PER,0,,,2026-02-03 16:47:11,
506,Fovissste,ORG,0,,,2026-02-03 16:47:11,
507,Chiapas,LOC,0,,,2026-02-03 16:47:11,
508,Italia,ORG,0,,,2026-02-03 16:47:11,
509,Corea del Sur,ORG,0,,,2026-02-03 16:47:11,
510,FMI,ORG,0,,,2026-02-03 16:47:11,
511,Medio Oriente,LOC,0,,,2026-02-03 16:47:11,
512,##subishi,ORG,0,,,2026-02-03 16:47:11,
513,Mit,ORG,0,,,2026-02-03 16:47:11,
514,Argentina,LOC,0,,,2026-02-03 16:47:11,
515,Macron,PER,0,,,2026-02-03 16:47:11,
516,Manolo Jiménez,PER,0,,,2026-02-03 16:47:11,
517,Jericó Abramo,PER,0,,,2026-02-03 16:47:11,
518,##tillo,LOC,0,,,2026-02-03 16:47:11,
519,Manolo Jiménez Salinas,PER,0,,,2026-02-03 16:47:11,
520,Arizpe,LOC,0,,,2026-02-03 16:47:11,
521,Centro Cultural del Norte,ORG,0,,,2026-02-03 16:47:11,
522,Consejo de la Paz,ORG,0,,,2026-02-03 16:47:11,
523,UAM,ORG,0,,,2026-02-03 16:47:11,
524,Falabella,ORG,0,,,2026-02-03 16:47:11,
525,América Latina,LOC,0,,,2026-02-03 16:47:11,
526,Bitcoin,ORG,0,,,2026-02-03 16:47:11,
527,Costa Rica,LOC,0,,,2026-02-03 16:47:11,
528,Amaga Trump,ORG,0,,,2026-02-03 16:47:11,
529,Francisco Garduño,PER,0,,,2026-02-03 16:47:11,
530,SEP,ORG,0,,,2026-02-03 16:47:11,
531,INM,ORG,0,,,2026-02-03 16:47:11,
532,PV,ORG,0,,,2026-02-03 16:47:11,
533,##EM,ORG,0,,,2026-02-03 16:47:11,
534,Car,PER,0,,,2026-02-03 16:47:11,
535,##ín León,PER,0,,,2026-02-03 16:47:11,
536,Estadio Olímpico,LOC,0,,,2026-02-03 16:47:11,
537,Ejército Mexicano,ORG,0,,,2026-02-03 16:47:11,
538,Ciudad Industrial,LOC,0,,,2026-02-03 16:47:11,
539,Club de Empresarios de Seguros,ORG,0,,,2026-02-03 16:47:11,
540,Presidente de Miss,PER,0,,,2026-02-03 16:47:11,
541,Japón,ORG,0,,,2026-02-03 16:47:11,
542,Pomelo,ORG,0,,,2026-02-03 16:47:11,
543,Centro,LOC,0,,,2026-02-03 16:47:11,
544,Nor,LOC,0,,,2026-02-03 16:47:11,
545,##este,LOC,0,,,2026-02-03 16:47:11,
546,Ernestina Godoy,PER,0,,,2026-02-03 16:47:11,
547,Maru Campos,PER,0,,,2026-02-03 16:47:11,
548,Éxito de Stellantis,ORG,0,,,2026-02-03 16:47:11,
549,##xton China ;,ORG,0,,,2026-02-03 16:47:11,
550,Dra,ORG,0,,,2026-02-03 16:47:11,
551,Spo,ORG,0,,,2026-02-03 16:47:11,
552,##tify,ORG,0,,,2026-02-03 16:47:11,
553,Servicio de Protección Federal ;,ORG,0,,,2026-02-03 16:47:11,
554,SSPC,ORG,0,,,2026-02-03 16:47:11,
555,GM México,ORG,0,,,2026-02-03 16:47:11,
556,Fukushima,LOC,0,,,2026-02-03 16:47:11,
557,CALEA,ORG,0,,,2026-02-03 16:47:11,
558,Policía,ORG,0,,,2026-02-03 16:47:11,
559,Bolsa,ORG,0,,,2026-02-03 16:47:11,
560,##vissste,ORG,0,,,2026-02-03 16:47:11,
561,Fo,ORG,0,,,2026-02-03 16:47:11,
562,Ecuador,ORG,0,,,2026-02-03 16:47:11,
563,HBO Max,ORG,0,,,2026-02-03 16:47:11,
564,Petro,ORG,0,,,2026-02-03 16:47:11,
565,##boa,PER,0,,,2026-02-03 16:47:11,
566,No,PER,0,,,2026-02-03 16:47:11,
567,IMSS Coah,ORG,0,,,2026-02-03 16:47:11,
568,##ui,LOC,0,,,2026-02-03 16:47:11,
569,Caribe,LOC,0,,,2026-02-03 16:47:11,
570,Mike Rodríguez,PER,0,,,2026-02-03 16:47:11,
571,FA,ORG,0,,,2026-02-03 16:47:11,
572,##draui,ORG,0,,,2026-02-03 16:47:11,
573,Zara,ORG,0,,,2026-02-03 16:47:11,
574,Che,ORG,0,,,2026-02-03 16:47:11,
575,BNP Paribas,ORG,0,,,2026-02-03 16:47:11,
576,Ax,ORG,0,,,2026-02-03 16:47:11,
577,##a Investment Managers,ORG,0,,,2026-02-03 16:47:11,
578,Canciller,PER,0,,,2026-02-03 16:47:11,
579,Juan Ramón de la Fuente,PER,0,,,2026-02-03 16:47:11,
580,Vasconia,ORG,0,,,2026-02-03 16:47:11,
581,McCormick,ORG,0,,,2026-02-03 16:47:11,
582,Santacruz Silver Mining,ORG,0,,,2026-02-03 16:47:11,
583,U,ORG,0,,,2026-02-03 16:47:11,
584,##TC,ORG,0,,,2026-02-03 16:47:11,
585,AM,ORG,0,,,2026-02-03 16:47:11,
586,##LO,ORG,0,,,2026-02-03 16:47:11,
587,Harfuch,PER,0,,,2026-02-03 16:47:11,
588,God,PER,0,,,2026-02-03 16:47:11,
589,##oy,PER,0,,,2026-02-03 16:47:11,
590,Director,PER,0,,,2026-02-03 16:47:11,
591,FBI,ORG,0,,,2026-02-03 16:47:11,
592,##GI,ORG,0,,,2026-02-03 16:47:11,
593,San Pedro,LOC,0,,,2026-02-03 16:47:11,
594,Valentino,PER,0,,,2026-02-03 16:47:11,
595,Roma,LOC,0,,,2026-02-03 16:47:11,
596,Ryan Wedding,PER,0,,,2026-02-03 16:47:11,
597,Mercado Libre,ORG,0,,,2026-02-03 16:47:11,
598,##oacán,LOC,0,,,2026-02-03 16:47:11,
599,Mich,LOC,0,,,2026-02-03 16:47:11,
600,Intermoda,ORG,0,,,2026-02-03 16:47:11,
601,Quinta,PER,0,,,2026-02-03 16:47:11,
602,##na Roo,ORG,0,,,2026-02-03 16:47:11,
603,Madrid,LOC,0,,,2026-02-03 16:47:11,
604,##r,ORG,0,,,2026-02-03 16:47:11,
605,##x,ORG,0,,,2026-02-03 16:47:11,
606,##all Street,LOC,0,,,2026-02-03 16:47:11,
607,Spotify,ORG,0,,,2026-02-03 16:47:11,
608,CFE,ORG,0,,,2026-02-03 16:47:11,
609,Texas,LOC,0,,,2026-02-03 16:47:11,
610,Bill Evans,PER,0,,,2026-02-03 16:47:11,
611,##ATEC,ORG,0,,,2026-02-03 16:47:11,
612,IMM Torreón,ORG,0,,,2026-02-03 16:47:11,
613,IC,ORG,0,,,2026-02-03 16:47:11,
614,##agu,ORG,0,,,2026-02-03 16:47:11,
615,Yura Harness,ORG,0,,,2026-02-03 16:47:11,
616,Alcalde de Monclova,PER,0,,,2026-02-03 16:47:11,
617,Piedras Negras,LOC,0,,,2026-02-03 16:47:11,
618,UAdeC,ORG,0,,,2026-02-03 16:47:11,
619,TikTok,ORG,0,,,2026-02-03 16:47:11,
620,Minnesota,LOC,0,,,2026-02-03 16:47:11,
621,Pil,PER,0,,,2026-02-03 16:47:11,
622,##y de Aguinaga,PER,0,,,2026-02-03 16:47:11,
623,Dav,LOC,0,,,2026-02-03 16:47:11,
624,##os,LOC,0,,,2026-02-03 16:47:11,
625,CFCRL,ORG,0,,,2026-02-03 16:47:11,
626,Ferr,LOC,0,,,2026-02-03 16:47:11,
627,##ero de México,LOC,0,,,2026-02-03 16:47:11,
628,Ab,PER,0,,,2026-02-03 16:47:11,
629,##bott,ORG,0,,,2026-02-03 16:47:11,
630,Marina del Pilar,PER,0,,,2026-02-03 16:47:11,
631,Delgado,PER,0,,,2026-02-03 16:47:11,
632,BC,LOC,0,,,2026-02-03 16:47:11,
633,Sandra Cuevas,PER,0,,,2026-02-03 16:47:11,
634,##uli,LOC,0,,,2026-02-03 16:47:11,
635,##pas,LOC,0,,,2026-02-03 16:47:11,
636,Tama,LOC,0,,,2026-02-03 16:47:11,
637,Casa del Cerro,ORG,0,,,2026-02-03 16:47:11,
638,Cabildo,ORG,0,,,2026-02-03 16:47:11,
639,Centro Histórico de,LOC,0,,,2026-02-03 16:47:11,
640,Gru,ORG,0,,,2026-02-03 16:47:11,
641,##ma,ORG,0,,,2026-02-03 16:47:11,
642,CN,ORG,0,,,2026-02-03 16:47:11,
643,SICT,ORG,0,,,2026-02-03 16:47:11,
644,##ulipas,LOC,0,,,2026-02-03 16:47:11,
645,San Marcos,LOC,0,,,2026-02-03 16:47:11,
646,Mazatlán,LOC,0,,,2026-02-03 16:47:11,
647,Fujikura,ORG,0,,,2026-02-03 16:47:11,
648,Piedra,LOC,0,,,2026-02-03 16:47:11,
649,##s Negras,LOC,0,,,2026-02-03 16:47:11,
650,##AEC Coah,ORG,0,,,2026-02-03 16:47:11,
651,##uila,LOC,0,,,2026-02-03 16:47:11,
652,Policía de,ORG,0,,,2026-02-03 16:47:11,
653,Normales,ORG,0,,,2026-02-03 16:47:11,
654,Venture Capital,ORG,0,,,2026-02-03 16:47:11,
655,Houston,LOC,0,,,2026-02-03 16:47:11,
656,Fe,ORG,0,,,2026-02-03 16:47:11,
657,CNA,ORG,0,,,2026-02-03 16:47:11,
658,##on. com,ORG,0,,,2026-02-03 16:47:11,
659,Amaz,ORG,0,,,2026-02-03 16:47:11,
660,Chicago,LOC,0,,,2026-02-03 16:47:11,
661,Anthropic,ORG,0,,,2026-02-03 16:47:11,
662,Corea,ORG,0,,,2026-02-03 16:47:11,
663,del Sur,LOC,0,,,2026-02-03 16:47:11,
664,Alexis Ortega,PER,0,,,2026-02-03 16:47:11,
665,Tom Holland,PER,0,,,2026-02-03 16:47:11,
666,Sheinba,PER,0,,,2026-02-03 16:47:11,
667,Sierra de las Noas,LOC,0,,,2026-02-03 16:47:11,
668,##phabet,ORG,0,,,2026-02-03 16:47:11,
669,##vid,ORG,0,,,2026-02-03 16:47:11,
670,Veracruz,ORG,0,,,2026-02-03 16:47:11,
671,Edomex,ORG,0,,,2026-02-03 16:47:11,
672,Ricardo Salinas,PER,0,,,2026-02-03 16:47:11,
673,SAT,ORG,0,,,2026-02-03 16:47:11,
674,Lenia Batres,PER,0,,,2026-02-03 16:47:11,
675,Sistema Nacional Anticorrupción,ORG,0,,,2026-02-03 16:47:11,
676,CP,ORG,0,,,2026-02-03 16:47:11,
677,AMHMC,ORG,0,,,2026-02-03 16:47:11,
678,Canirac Coahuila,ORG,0,,,2026-02-03 16:47:11,
679,Red SumaRSE,ORG,0,,,2026-02-03 16:47:11,
680,Gab,PER,0,,,2026-02-03 16:47:11,
681,##e Northern,PER,0,,,2026-02-03 16:47:11,
682,##AIS,ORG,0,,,2026-02-03 16:47:11,
683,##za,LOC,0,,,2026-02-03 16:47:11,
684,Bosque,LOC,0,,,2026-02-03 16:47:11,
685,Chan,PER,0,,,2026-02-03 16:47:11,
686,##tal Andere,PER,0,,,2026-02-03 16:47:11,
687,”,LOC,0,,,2026-02-03 16:47:11,
688,##che Bank,ORG,0,,,2026-02-03 16:47:11,
689,Deuts,ORG,0,,,2026-02-03 16:47:11,
690,ASML,ORG,0,,,2026-02-03 16:47:11,
691,España,LOC,0,,,2026-02-03 16:47:11,
692,##lera,ORG,0,,,2026-02-03 16:47:11,
693,Puma,ORG,0,,,2026-02-03 16:47:11,
694,Cali,PER,0,,,2026-02-03 16:47:11,
695,##dez,ORG,0,,,2026-02-03 16:47:11,
696,AMT,ORG,0,,,2026-02-03 16:47:11,
697,Ed,LOC,0,,,2026-02-03 16:47:11,
698,Valle de México,LOC,0,,,2026-02-03 16:47:11,
699,##oMéx,LOC,0,,,2026-02-03 16:47:11,
700,Detroit,LOC,0,,,2026-02-03 16:47:11,
701,AMIA,ORG,0,,,2026-02-03 16:47:11,
702,2027,ORG,0,,,2026-02-03 16:47:11,
703,Sigrama,ORG,0,,,2026-02-03 16:47:11,
704,Grupo Carso,ORG,0,,,2026-02-03 16:47:11,
705,CTM,ORG,0,,,2026-02-03 16:47:11,
706,Cabildo de Torreón,ORG,0,,,2026-02-03 16:47:11,
707,Delfina Gómez,ORG,0,,,2026-02-03 16:47:11,
708,Gobernador,ORG,0,,,2026-02-03 16:47:11,
709,Cuautitlán Izcalli,LOC,0,,,2026-02-03 16:47:11,
710,gen,ORG,0,,,2026-02-03 16:47:11,
711,Dow,ORG,0,,,2026-02-03 16:47:11,
712,Deutsche Bank,ORG,0,,,2026-02-03 16:47:11,
713,##in,PER,0,,,2026-02-03 16:47:11,
714,##baum,LOC,0,,,2026-02-03 16:47:11,
715,Portugal,LOC,0,,,2026-02-03 16:47:11,
716,STPS,ORG,0,,,2026-02-03 16:47:11,
717,First Brands,ORG,0,,,2026-02-03 16:47:11,
718,Putin,PER,0,,,2026-02-03 16:47:11,
719,Gobierno del Estado,ORG,0,,,2026-02-03 16:47:11,
720,##stan,PER,0,,,2026-02-03 16:47:11,
721,Canad,LOC,0,,,2026-02-03 16:47:11,
722,##i,LOC,0,,,2026-02-03 16:47:11,
723,##ev,LOC,0,,,2026-02-03 16:47:11,
724,CEAS,ORG,0,,,2026-02-03 16:47:11,
725,PRI,ORG,0,,,2026-02-03 16:47:11,
726,Mesa Directiva 2026,ORG,0,,,2026-02-03 16:47:11,
727,Canacintra Coahuila,ORG,0,,,2026-02-03 16:47:11,
728,Sureste,LOC,0,,,2026-02-03 16:47:11,
729,##F Municipal,ORG,0,,,2026-02-03 16:47:11,
730,Icatec,ORG,0,,,2026-02-03 16:47:11,
731,CDHEC,ORG,0,,,2026-02-03 16:47:11,
732,Alcalde,PER,0,,,2026-02-03 16:47:11,
733,FGE,ORG,0,,,2026-02-03 16:47:11,
734,Región Centro,LOC,0,,,2026-02-03 16:47:11,
735,Estados,ORG,0,,,2026-02-03 16:47:11,
736,Unidos,LOC,0,,,2026-02-03 16:47:11,
737,##eg,ORG,0,,,2026-02-03 16:47:11,
738,Díaz - Canel,PER,0,,,2026-02-03 16:47:11,
739,Museo Vivo del Muralismo,ORG,0,,,2026-02-03 16:47:11,
740,Guanajuato,LOC,0,,,2026-02-03 16:47:11,
741,##loa,LOC,0,,,2026-02-03 16:47:11,
742,Sina,LOC,0,,,2026-02-03 16:47:11,
743,Melania Trump,PER,0,,,2026-02-03 16:47:11,
744,Motornation,ORG,0,,,2026-02-03 16:47:11,
745,BAIC,ORG,0,,,2026-02-03 16:47:11,
746,Ciudad de,ORG,0,,,2026-02-03 16:47:11,
747,Pedro Torres,PER,0,,,2026-02-03 16:47:11,
748,Sureste de,LOC,0,,,2026-02-03 16:47:11,
749,Academia de Policía,ORG,0,,,2026-02-03 16:47:11,
750,Gómez Palacio,LOC,0,,,2026-02-03 16:47:11,
751,Zacatecas,LOC,0,,,2026-02-03 16:47:11,
752,IndyCar,ORG,0,,,2026-02-03 16:47:11,
753,##ashington D. C,LOC,0,,,2026-02-03 16:47:11,
754,Oro,ORG,0,,,2026-02-03 16:47:11,
755,Warsh,PER,0,,,2026-02-03 16:47:11,
756,Reserva Federal,ORG,0,,,2026-02-03 16:47:11,
757,Defiende STPS,ORG,0,,,2026-02-03 16:47:11,
758,Gertz Manero,PER,0,,,2026-02-03 16:47:11,
759,Samuel García,PER,0,,,2026-02-03 16:47:11,
760,NY,LOC,0,,,2026-02-03 16:47:11,
761,Hamburgo,LOC,0,,,2026-02-03 16:47:11,
762,Ayuntamiento de Gómez Palacio,ORG,0,,,2026-02-03 16:47:11,
763,##brar,PER,0,,,2026-02-03 16:47:11,
764,T - MEC,ORG,0,,,2026-02-03 16:47:11,
765,Mario Delgado,PER,0,,,2026-02-03 16:47:11,
766,Adán Augusto,PER,0,,,2026-02-03 16:47:11,
767,##thia Erivo,PER,0,,,2026-02-03 16:47:11,
768,Cyn,PER,0,,,2026-02-03 16:47:11,
769,Ari,PER,0,,,2026-02-03 16:47:11,
770,##ana Grande,PER,0,,,2026-02-03 16:47:11,
771,KPop Demon Hunters,ORG,0,,,2026-02-03 16:47:11,
772,João Pedro,PER,0,,,2026-02-03 16:47:11,
773,San Luis,ORG,0,,,2026-02-03 16:47:11,
774,Gobierno de Coahuila,ORG,0,,,2026-02-03 16:47:11,
775,Guardia Nacional,ORG,0,,,2026-02-03 16:47:11,
776,Ejército,ORG,0,,,2026-02-03 16:47:11,
777,Fuerza Aérea,ORG,0,,,2026-02-03 16:47:11,
778,Mie,PER,0,,,2026-02-03 16:47:11,
779,##na Senado,ORG,0,,,2026-02-03 16:47:11,
780,Jóvenes Construyendo el Futuro,ORG,0,,,2026-02-03 16:47:11,
781,Guay,LOC,0,,,2026-02-03 16:47:11,
782,##mas,LOC,0,,,2026-02-03 16:47:11,
783,DIF Torreón,ORG,0,,,2026-02-03 16:47:11,
784,Policía Municipal de Frontera,ORG,0,,,2026-02-03 16:47:11,
785,Rayadas,ORG,0,,,2026-02-03 16:47:11,
786,Ciudad Lerdo,LOC,0,,,2026-02-03 16:47:11,
787,Bad Bunny,ORG,0,,,2026-02-03 16:47:11,
788,D,ORG,0,,,2026-02-03 16:47:11,
789,##MF,ORG,0,,,2026-02-03 16:47:11,
790,Oz,PER,0,,,2026-02-03 16:47:11,
791,##ic,PER,0,,,2026-02-03 16:47:11,
792,##egovy,PER,0,,,2026-02-03 16:47:11,
793,ATTRAPI,ORG,0,,,2026-02-03 16:47:11,
794,Bimbo,ORG,0,,,2026-02-03 16:47:11,
795,Noruega,ORG,0,,,2026-02-03 16:47:11,
796,Jensen Huang,PER,0,,,2026-02-03 16:47:11,
797,Alianza de Tranviarios,ORG,0,,,2026-02-03 16:47:11,
798,FOR,PER,0,,,2026-02-03 16:56:42,
799,WORT,PER,0,,,2026-02-03 16:56:42,
800,Fort Worth,LOC,0,,,2026-02-03 16:56:42,
801,Aran,ORG,0,,,2026-02-03 16:56:42,
802,##celes,ORG,0,,,2026-02-03 16:56:42,
803,ICE,ORG,0,,,2026-02-03 16:56:42,
804,##neapolis,LOC,0,,,2026-02-03 16:56:42,
805,Modi,PER,0,,,2026-02-03 16:56:42,
806,Primer Ministro,PER,0,,,2026-02-03 16:56:42,
807,India,ORG,0,,,2026-02-03 16:56:42,
808,Partido de Poquito Trabajo,ORG,0,,,2026-02-03 16:56:43,
809,PP,ORG,0,,,2026-02-03 16:56:43,
810,gonzalez,LOC,0,,,2026-02-03 16:56:43,
811,santiago,LOC,0,,,2026-02-03 16:56:43,
812,Sergio Torres Félix,PER,0,,,2026-02-03 16:56:43,
813,Elizabeth Rafaela Montoya Ojeda,PER,0,,,2026-02-03 16:56:43,
814,Omar García Harfuch,PER,0,,,2026-02-03 16:56:43,
815,Movimiento Ciudadano,ORG,0,,,2026-02-03 16:56:43,
816,Culiacán,LOC,0,,,2026-02-03 16:56:43,
817,Ricardo,PER,0,,,2026-02-03 16:56:44,
818,Justicias por Nuestras Infancias,ORG,0,,,2026-02-03 16:56:44,
819,Centro de Justicia Penal,LOC,0,,,2026-02-03 16:56:44,
820,Carlos Zubirán,PER,0,,,2026-02-03 16:56:44,
821,Cultura para Latinoamérica,ORG,0,,,2026-02-03 16:56:44,
822,Gente,ORG,0,,,2026-02-03 16:56:44,
823,San,LOC,0,,,2026-02-03 16:56:44,
824,Sanofi,LOC,0,,,2026-02-03 16:56:44,
825,Pala,ORG,0,,,2026-02-03 16:56:44,
826,##ntir,ORG,0,,,2026-02-03 16:56:44,
827,Argentina Tapi,ORG,0,,,2026-02-03 16:56:44,
828,Tapi,ORG,0,,,2026-02-03 16:56:44,
829,Kaszek,ORG,0,,,2026-02-03 16:56:44,
830,Alta Dirección,ORG,0,,,2026-02-03 16:56:45,
831,Presidenta Sheinbaum,PER,0,,,2026-02-03 16:56:45,
832,Asociación de Bancos de México,ORG,0,,,2026-02-03 16:56:45,
833,Adán Augusto López Hernández,PER,0,,,2026-02-03 16:56:45,
834,Morena,ORG,0,,,2026-02-03 16:56:45,
835,Senado,ORG,0,,,2026-02-03 16:56:45,
836,Comité Promotor,ORG,0,,,2026-02-03 16:56:45,
837,Comité Promotor de Inversiones,ORG,0,,,2026-02-03 16:56:45,
838,Sedetra,ORG,0,,,2026-02-03 16:56:45,
839,Secretaría local de Desarrollo Económico y Trabajo,ORG,0,,,2026-02-03 16:56:45,
840,Secretaría de Economía,ORG,0,,,2026-02-03 16:56:45,
841,Martha “ N ”,PER,0,,,2026-02-03 18:08:34,
842,Vicefiscalía Región Laguna,ORG,0,,,2026-02-03 18:08:34,
843,##GED,ORG,0,,,2026-02-03 18:08:34,
844,Fiscalía General del Estado de Durango,ORG,0,,,2026-02-03 18:08:34,
845,tec,PER,0,,,2026-02-03 18:08:34,
846,Elizabeth Montoya,PER,0,,,2026-02-03 18:08:34,
847,Sergio Torres,PER,0,,,2026-02-03 18:08:34,
848,MC,ORG,0,,,2026-02-03 18:08:34,
849,Cámara de Diputados,ORG,0,,,2026-02-03 18:08:34,
850,cul,LOC,0,,,2026-02-03 18:08:34,
851,CSP,ORG,0,,,2026-02-03 18:08:34,
852,Claudia Sheinbaum Pardo,PER,0,,,2026-02-03 18:33:36,
853,Gobierno de Sheinbaum,ORG,0,,,2026-02-03 18:33:36,
854,Cámara de Comercio Estados Unidos,ORG,0,,,2026-02-03 18:33:37,
855,Cámara de Comercio EU,ORG,0,,,2026-02-03 18:33:37,
856,##ropic,ORG,0,,,2026-02-03 18:33:37,
857,Anth,ORG,0,,,2026-02-03 18:33:37,
858,LaydaSansores,PER,0,,,2026-02-03 19:15:58,
859,Layda Sansores,PER,0,,,2026-02-03 19:15:58,
860,Claudiashein,PER,0,,,2026-02-03 19:15:58,
861,Sansores,PER,0,,,2026-02-03 19:15:58,
862,##che,LOC,0,,,2026-02-03 19:15:58,
863,Campe,LOC,0,,,2026-02-03 19:15:58,
864,Campeche,LOC,0,,,2026-02-03 19:15:58,
865,Instituto Hemingway de Saltillo,ORG,0,,,2026-02-03 19:15:59,
866,. Lee Plumb,PER,0,,,2026-02-03 19:15:59,
867,YORK,LOC,0,,,2026-02-03 19:15:59,
868,Instituto Nacional de Estadística y Geografía,ORG,0,,,2026-02-03 19:15:59,
869,Diario Oficial de la Federación,ORG,0,,,2026-02-03 19:15:59,
870,DOF,ORG,0,,,2026-02-03 19:15:59,
871,País,LOC,0,,,2026-02-03 19:15:59,
872,DIF Acuña,ORG,0,,,2026-02-03 20:13:29,
873,##AH,ORG,0,,,2026-02-03 20:13:29,
874,DIF,ORG,0,,,2026-02-03 20:13:29,
875,Departamento Jurídico,ORG,0,,,2026-02-03 20:13:29,
876,. Madero,LOC,0,,,2026-02-03 20:13:29,
877,ACUÑA,LOC,0,,,2026-02-03 20:13:29,
878,Francisco,LOC,0,,,2026-02-03 20:13:29,
879,Brooke L.,PER,0,,,2026-02-03 20:13:30,
880,Departamento de Agricultura,ORG,0,,,2026-02-03 20:13:30,
881,Valle del Bajo Río Grande,LOC,0,,,2026-02-03 20:13:30,
882,Pedro Torres Castilla,PER,0,,,2026-02-03 20:13:30,
883,Javier Díaz González,PER,0,,,2026-02-03 20:13:30,
884,ped,PER,0,,,2026-02-03 20:13:30,
885,"##tillo, Coah",LOC,0,,,2026-02-03 20:13:30,
886,IS,LOC,0,,,2026-02-03 20:13:30,
887,##BEL AMPUDIA,LOC,0,,,2026-02-03 20:13:30,
888,Cab,LOC,0,,,2026-02-03 20:13:30,
889,##ildo,LOC,0,,,2026-02-03 20:13:30,
890,Departamento de Seguridad Nacional,ORG,0,,,2026-02-03 20:13:30,
891,Congreso de EU,ORG,0,,,2026-02-03 20:13:30,
892,Santander,ORG,0,,,2026-02-03 20:13:31,
893,Webster Bank,ORG,0,,,2026-02-03 20:13:31,
894,Presidencia Municipal,ORG,0,,,2026-02-04 16:26:03,
895,Gobierno del Estado de Coah,ORG,0,,,2026-02-04 16:26:03,
896,Jacobo Rodríguez González,PER,0,,,2026-02-04 16:26:03,
897,##zira,PER,0,,,2026-02-04 16:26:03,
898,nofollow,PER,0,,,2026-02-04 16:26:03,
899,NEGRAS,LOC,0,,,2026-02-04 16:26:03,
900,Claudia Curiel,PER,0,,,2026-02-04 16:26:03,
901,La Mañanera,LOC,0,,,2026-02-04 16:26:03,
902,Alfredo López Villarreal,PER,0,,,2026-02-04 16:26:04,
903,##rmex,ORG,0,,,2026-02-04 16:26:04,
904,Región Sureste,LOC,0,,,2026-02-04 16:26:04,
905,Desarrollo Regional Sureste,ORG,0,,,2026-02-04 16:26:04,
906,Consejo de Seguridad,ORG,0,,,2026-02-04 16:26:04,
907,Palacio de Gobierno,LOC,0,,,2026-02-04 16:26:04,
908,##ín Gil,PER,0,,,2026-02-05 18:24:21,
909,Benjam,PER,0,,,2026-02-05 18:24:21,
910,Gil,PER,0,,,2026-02-05 18:24:21,
911,Greer,PER,0,,,2026-02-05 18:24:22,
912,El Representante Comercial de Estados Unidos,ORG,0,,,2026-02-05 18:24:22,
913,América,ORG,0,,,2026-02-05 18:24:22,
914,##otas de,ORG,0,,,2026-02-05 18:24:22,
915,The Group,ORG,0,,,2026-02-05 18:24:22,
916,Hacienda,ORG,0,,,2026-02-05 18:24:22,
917,Luz Elena González Escobar,PER,0,,,2026-02-05 18:24:23,
918,##leos Mexicanos,ORG,0,,,2026-02-05 18:24:23,
919,Secretaría de Hacienda,ORG,0,,,2026-02-05 18:24:23,
920,MONCLO,PER,0,,,2026-02-05 18:24:23,
921,Altos Hornos de México,ORG,0,,,2026-02-05 18:24:23,
922,COAH,ORG,0,,,2026-02-05 18:24:23,
923,##VA,ORG,0,,,2026-02-05 18:24:23,
924,Enrique Garza Naranjo,PER,0,,,2026-02-05 18:24:23,
925,##ntis,ORG,0,,,2026-02-05 18:24:23,
926,Stella,LOC,0,,,2026-02-05 18:24:23,
927,Región Sureste de Coahuila,LOC,0,,,2026-02-05 18:24:23,
928,AMLO,ORG,0,,,2026-02-05 18:24:23,
929,Nicola,PER,0,,,2026-02-05 18:24:24,
